count,event_instance_total,event_type,reason,reason_kind,share
3562,3562,WAYPOINT_STALE,HARD_PATH_INVALID,primary_classification,1.0
47,3562,WAYPOINT_STALE,LOCAL_TRACKING_POINT_REACHED,reason_flag,0.013194834362717574
342,3562,WAYPOINT_STALE,REMAINING_PATH_INVALIDATED,reason_flag,0.09601347557551937
3562,3562,WAYPOINT_STALE,WAYPOINT_QUERY_UNREACHABLE,reason_flag,1.0
