accepted_replan_count,collision_count,completion_step,completion_time_truncated,episode_index,event_counts,executor_arrival_step,executor_invalid_count,formal_training_run,found_step,max_steps,maximum_switch_distance,mean_replan_interval,mean_switch_distance,method,obstacle_event_count,obstacle_route_impacted_count,optimizer_invocation_count,partial_reallocation_attempt_count,partial_reallocation_success_count,partial_reallocation_success_rate,path_tracking_error,post_found_executor_delay_truncated,reject_reason_counts,rejected_replan_count,replan_count,runtime_seconds,same_agent_switch_within_10_steps,scenario_id,scenario_seed,status,steps_completed,success,target_found_time_truncated,target_route_source_counts,total_switch_distance,waypoint_stale_count,waypoint_switch_count
0,0,,5,0,{},,0,False,,5,0.0,5.0,0.0,No-BSER-static,0,0,0,0,0,0.0,1.387576251454155,5,{},0,0,49.29274870001245,0,unknown_validation_m20_0001,2729,OK,5,False,5,{},0.0,0,0
0,0,,5,0,{},,0,False,,5,0.0,5.0,0.0,Periodic-BSER,0,0,0,0,0,0.0,1.387576251454155,5,{},0,0,40.53989790007472,0,unknown_validation_m20_0001,2729,OK,5,False,5,{},0.0,0,0
0,0,,5,0,"{""EXECUTOR_INVALID"": 5, ""WAYPOINT_STALE"": 5}",,5,False,,5,0.0,5.0,0.0,Event-BSER-phase1b1,0,0,1,1,0,0.0,1.387576251454155,5,"{""ATOMIC_REJECT_MISSING_SEARCH_ROUTE"": 1, ""REJECT_EVENT_COOLDOWN"": 4}",5,0,47.30459820001852,0,unknown_validation_m20_0001,2729,OK,5,False,5,{},0.0,5,0
0,0,,5,0,"{""EXECUTOR_INVALID"": 5, ""WAYPOINT_STALE"": 5}",,5,False,,5,0.0,5.0,0.0,Event-BSER-phase1b2_corrected,0,0,1,1,0,0.0,1.387576251454155,5,"{""ATOMIC_REJECT_MISSING_LOCAL_CANDIDATES"": 1, ""REJECT_EVENT_COOLDOWN"": 4}",5,0,41.81795639998745,0,unknown_validation_m20_0001,2729,OK,5,False,5,{},0.0,5,0
